order_details_id,order_id,order_date,order_time,item_id
154,65,"Sunday, 1 January 2023",9:16:00 pm,123
155,66,"Sunday, 1 January 2023",9:47:55 pm,108
156,66,"Sunday, 1 January 2023",9:47:55 pm,110
157,67,"Sunday, 1 January 2023",10:03:40 pm,105
158,68,"Sunday, 1 January 2023",10:07:32 pm,108
159,68,"Sunday, 1 January 2023",10:07:32 pm,117
160,68,"Sunday, 1 January 2023",10:07:32 pm,117
161,69,"Sunday, 1 January 2023",10:12:13 pm,101
162,70,"Wednesday, 1 February 2023",11:38:51 am,127
163,70,"Wednesday, 1 February 2023",11:38:51 am,121
164,71,"Wednesday, 1 February 2023",11:40:50 am,106
165,72,"Wednesday, 1 February 2023",11:57:25 am,131
166,73,"Wednesday, 1 February 2023",11:58:56 am,106
167,74,"Wednesday, 1 February 2023",12:01:12 pm,124
168,74,"Wednesday, 1 February 2023",12:01:12 pm,129
169,74,"Wednesday, 1 February 2023",12:01:12 pm,130
170,74,"Wednesday, 1 February 2023",12:01:12 pm,123
171,75,"Wednesday, 1 February 2023",12:10:15 pm,117
172,75,"Wednesday, 1 February 2023",12:10:15 pm,128
173,75,"Wednesday, 1 February 2023",12:10:15 pm,111
174,76,"Wednesday, 1 February 2023",12:21:17 pm,107
175,76,"Wednesday, 1 February 2023",12:21:17 pm,109
176,76,"Wednesday, 1 February 2023",12:21:17 pm,127
177,76,"Wednesday, 1 February 2023",12:21:17 pm,122
178,77,"Wednesday, 1 February 2023",12:22:46 pm,101
179,77,"Wednesday, 1 February 2023",12:22:46 pm,109
180,78,"Wednesday, 1 February 2023",12:28:14 pm,107
181,78,"Wednesday, 1 February 2023",12:28:14 pm,108
182,78,"Wednesday, 1 February 2023",12:28:14 pm,125
183,78,"Wednesday, 1 February 2023",12:28:14 pm,110
184,78,"Wednesday, 1 February 2023",12:28:14 pm,122
185,78,"Wednesday, 1 February 2023",12:28:14 pm,106
186,79,"Wednesday, 1 February 2023",12:29:11 pm,110
187,79,"Wednesday, 1 February 2023",12:29:11 pm,112
188,79,"Wednesday, 1 February 2023",12:29:11 pm,106
189,80,"Wednesday, 1 February 2023",12:35:38 pm,113
190,80,"Wednesday, 1 February 2023",12:35:38 pm,106
191,81,"Wednesday, 1 February 2023",12:40:01 pm,106
192,82,"Wednesday, 1 February 2023",12:45:51 pm,107
193,82,"Wednesday, 1 February 2023",12:45:51 pm,102
194,82,"Wednesday, 1 February 2023",12:45:51 pm,122
195,82,"Wednesday, 1 February 2023",12:45:51 pm,132
196,83,"Wednesday, 1 February 2023",12:53:27 pm,105
197,84,"Wednesday, 1 February 2023",1:13:41 pm,113
198,85,"Wednesday, 1 February 2023",1:34:49 pm,108
199,85,"Wednesday, 1 February 2023",1:34:49 pm,108
200,85,"Wednesday, 1 February 2023",1:34:49 pm,117
201,85,"Wednesday, 1 February 2023",1:34:49 pm,114
202,86,"Wednesday, 1 February 2023",1:40:31 pm,109
203,87,"Wednesday, 1 February 2023",2:01:02 pm,110
204,87,"Wednesday, 1 February 2023",2:01:02 pm,129
205,87,"Wednesday, 1 February 2023",2:01:02 pm,123
206,87,"Wednesday, 1 February 2023",2:01:02 pm,123
207,88,"Wednesday, 1 February 2023",2:10:08 pm,124
208,89,"Wednesday, 1 February 2023",2:30:19 pm,121
209,89,"Wednesday, 1 February 2023",2:30:19 pm,106
210,90,"Wednesday, 1 February 2023",3:08:48 pm,120
211,90,"Wednesday, 1 February 2023",3:08:48 pm,106
212,91,"Wednesday, 1 February 2023",3:14:43 pm,101
213,91,"Wednesday, 1 February 2023",3:14:43 pm,104
214,91,"Wednesday, 1 February 2023",3:14:43 pm,113
215,92,"Wednesday, 1 February 2023",3:17:02 pm,101
216,92,"Wednesday, 1 February 2023",3:17:02 pm,117
217,92,"Wednesday, 1 February 2023",3:17:02 pm,117
218,92,"Wednesday, 1 February 2023",3:17:02 pm,127
219,92,"Wednesday, 1 February 2023",3:17:02 pm,113
220,92,"Wednesday, 1 February 2023",3:17:02 pm,118
221,92,"Wednesday, 1 February 2023",3:17:02 pm,131
222,92,"Wednesday, 1 February 2023",3:17:02 pm,123
223,92,"Wednesday, 1 February 2023",3:17:02 pm,114
224,93,"Wednesday, 1 February 2023",3:29:31 pm,120
225,94,"Wednesday, 1 February 2023",4:17:16 pm,110
226,94,"Wednesday, 1 February 2023",4:17:16 pm,105
227,95,"Wednesday, 1 February 2023",4:18:04 pm,111
228,95,"Wednesday, 1 February 2023",4:18:04 pm,118
229,96,"Wednesday, 1 February 2023",4:21:20 pm,111
230,97,"Wednesday, 1 February 2023",4:45:33 pm,107
231,98,"Wednesday, 1 February 2023",5:18:18 pm,108
232,98,"Wednesday, 1 February 2023",5:18:18 pm,111
233,99,"Wednesday, 1 February 2023",5:45:42 pm,117
234,100,"Wednesday, 1 February 2023",5:46:17 pm,109
235,101,"Wednesday, 1 February 2023",5:51:33 pm,102
236,101,"Wednesday, 1 February 2023",5:51:33 pm,113
237,101,"Wednesday, 1 February 2023",5:51:33 pm,121
238,101,"Wednesday, 1 February 2023",5:51:33 pm,122
239,102,"Wednesday, 1 February 2023",5:54:04 pm,101
240,102,"Wednesday, 1 February 2023",5:54:04 pm,119
241,103,"Wednesday, 1 February 2023",6:02:09 pm,123
242,104,"Wednesday, 1 February 2023",6:02:12 pm,101
243,104,"Wednesday, 1 February 2023",6:02:12 pm,103
244,104,"Wednesday, 1 February 2023",6:02:12 pm,127
245,104,"Wednesday, 1 February 2023",6:02:12 pm,132
246,105,"Wednesday, 1 February 2023",6:12:01 pm,109
247,105,"Wednesday, 1 February 2023",6:12:01 pm,113
248,105,"Wednesday, 1 February 2023",6:12:01 pm,119
249,106,"Wednesday, 1 February 2023",6:12:13 pm,129
250,106,"Wednesday, 1 February 2023",6:12:13 pm,122
251,107,"Wednesday, 1 February 2023",6:25:09 pm,102
252,107,"Wednesday, 1 February 2023",6:25:09 pm,117
253,107,"Wednesday, 1 February 2023",6:25:09 pm,122
254,107,"Wednesday, 1 February 2023",6:25:09 pm,132
255,108,"Wednesday, 1 February 2023",6:25:25 pm,108
256,108,"Wednesday, 1 February 2023",6:25:25 pm,109
257,108,"Wednesday, 1 February 2023",6:25:25 pm,123
258,109,"Wednesday, 1 February 2023",6:27:50 pm,110
259,109,"Wednesday, 1 February 2023",6:27:50 pm,117
260,109,"Wednesday, 1 February 2023",6:27:50 pm,113
261,109,"Wednesday, 1 February 2023",6:27:50 pm,119
262,110,"Wednesday, 1 February 2023",6:36:19 pm,107
263,110,"Wednesday, 1 February 2023",6:36:19 pm,111
264,110,"Wednesday, 1 February 2023",6:36:19 pm,121
265,110,"Wednesday, 1 February 2023",6:36:19 pm,122
266,111,"Wednesday, 1 February 2023",6:38:01 pm,102
267,111,"Wednesday, 1 February 2023",6:38:01 pm,124
268,111,"Wednesday, 1 February 2023",6:38:01 pm,113
269,111,"Wednesday, 1 February 2023",6:38:01 pm,130
270,112,"Wednesday, 1 February 2023",6:41:40 pm,113
271,113,"Wednesday, 1 February 2023",6:50:21 pm,102
272,113,"Wednesday, 1 February 2023",6:50:21 pm,129
273,113,"Wednesday, 1 February 2023",6:50:21 pm,105
274,114,"Wednesday, 1 February 2023",6:59:32 pm,113
275,114,"Wednesday, 1 February 2023",6:59:32 pm,120
276,115,"Wednesday, 1 February 2023",7:05:17 pm,107
277,115,"Wednesday, 1 February 2023",7:05:17 pm,111
278,115,"Wednesday, 1 February 2023",7:05:17 pm,106
279,116,"Wednesday, 1 February 2023",7:18:49 pm,124
280,117,"Wednesday, 1 February 2023",7:23:02 pm,118
281,117,"Wednesday, 1 February 2023",7:23:02 pm,120
282,118,"Wednesday, 1 February 2023",7:26:59 pm,119
283,118,"Wednesday, 1 February 2023",7:26:59 pm,131
284,119,"Wednesday, 1 February 2023",7:32:29 pm,125
285,120,"Wednesday, 1 February 2023",7:35:07 pm,108
286,120,"Wednesday, 1 February 2023",7:35:07 pm,109
287,120,"Wednesday, 1 February 2023",7:35:07 pm,131
288,121,"Wednesday, 1 February 2023",7:38:48 pm,101
289,121,"Wednesday, 1 February 2023",7:38:48 pm,125
290,121,"Wednesday, 1 February 2023",7:38:48 pm,120
291,121,"Wednesday, 1 February 2023",7:38:48 pm,105
292,122,"Wednesday, 1 February 2023",7:50:19 pm,117
293,123,"Wednesday, 1 February 2023",8:12:09 pm,110
294,124,"Wednesday, 1 February 2023",8:12:34 pm,101
295,124,"Wednesday, 1 February 2023",8:12:34 pm,120
296,124,"Wednesday, 1 February 2023",8:12:34 pm,122
297,124,"Wednesday, 1 February 2023",8:12:34 pm,114
298,125,"Wednesday, 1 February 2023",8:31:06 pm,  
299,126,"Wednesday, 1 February 2023",8:53:42 pm,132
300,127,"Wednesday, 1 February 2023",8:58:23 pm,113
301,128,"Wednesday, 1 February 2023",9:05:06 pm,122
302,129,"Wednesday, 1 February 2023",9:13:02 pm,107
303,129,"Wednesday, 1 February 2023",9:13:02 pm,114
304,130,"Wednesday, 1 February 2023",9:14:55 pm,109
305,130,"Wednesday, 1 February 2023",9:14:55 pm,110
306,130,"Wednesday, 1 February 2023",9:14:55 pm,129
307,130,"Wednesday, 1 February 2023",9:14:55 pm,105
308,131,"Wednesday, 1 February 2023",9:33:10 pm,104
309,131,"Wednesday, 1 February 2023",9:33:10 pm,124
310,131,"Wednesday, 1 February 2023",9:33:10 pm,126
311,131,"Wednesday, 1 February 2023",9:33:10 pm,123
312,132,"Wednesday, 1 February 2023",9:42:45 pm,113
313,133,"Wednesday, 1 February 2023",10:00:17 pm,101
314,133,"Wednesday, 1 February 2023",10:00:17 pm,109
315,133,"Wednesday, 1 February 2023",10:00:17 pm,114
316,134,"Wednesday, 1 February 2023",10:13:24 pm,107
317,134,"Wednesday, 1 February 2023",10:13:24 pm,105
318,134,"Wednesday, 1 February 2023",10:13:24 pm,123
319,135,"Wednesday, 1 February 2023",10:29:34 pm,132
320,136,"Wednesday, 1 February 2023",10:32:49 pm,124
321,136,"Wednesday, 1 February 2023",10:32:49 pm,118
322,137,"Wednesday, 1 March 2023",11:34:10 am,128
323,137,"Wednesday, 1 March 2023",11:34:10 am,113
324,137,"Wednesday, 1 March 2023",11:34:10 am,122
325,138,"Wednesday, 1 March 2023",11:44:50 am,102
326,138,"Wednesday, 1 March 2023",11:44:50 am,125
327,138,"Wednesday, 1 March 2023",11:44:50 am,127
328,138,"Wednesday, 1 March 2023",11:44:50 am,120
329,139,"Wednesday, 1 March 2023",11:57:39 am,124
330,140,"Wednesday, 1 March 2023",12:26:44 pm,119
331,140,"Wednesday, 1 March 2023",12:26:44 pm,132
332,141,"Wednesday, 1 March 2023",1:16:01 pm,108
333,142,"Wednesday, 1 March 2023",1:33:59 pm,126
334,143,"Wednesday, 1 March 2023",1:41:36 pm,102
335,143,"Wednesday, 1 March 2023",1:41:36 pm,108
336,143,"Wednesday, 1 March 2023",1:41:36 pm,109
337,143,"Wednesday, 1 March 2023",1:41:36 pm,129
338,143,"Wednesday, 1 March 2023",1:41:36 pm,113
339,143,"Wednesday, 1 March 2023",1:41:36 pm,119
340,143,"Wednesday, 1 March 2023",1:41:36 pm,106
341,143,"Wednesday, 1 March 2023",1:41:36 pm,132
342,144,"Wednesday, 1 March 2023",1:44:28 pm,101
343,144,"Wednesday, 1 March 2023",1:44:28 pm,107
344,144,"Wednesday, 1 March 2023",1:44:28 pm,102
345,144,"Wednesday, 1 March 2023",1:44:28 pm,104
346,144,"Wednesday, 1 March 2023",1:44:28 pm,124
347,144,"Wednesday, 1 March 2023",1:44:28 pm,125
348,144,"Wednesday, 1 March 2023",1:44:28 pm,112
349,144,"Wednesday, 1 March 2023",1:44:28 pm,105
350,144,"Wednesday, 1 March 2023",1:44:28 pm,105
351,144,"Wednesday, 1 March 2023",1:44:28 pm,122
352,144,"Wednesday, 1 March 2023",1:44:28 pm,106
353,144,"Wednesday, 1 March 2023",1:44:28 pm,132
354,145,"Wednesday, 1 March 2023",1:53:48 pm,114
355,146,"Wednesday, 1 March 2023",2:22:10 pm,102
356,146,"Wednesday, 1 March 2023",2:22:10 pm,125
357,146,"Wednesday, 1 March 2023",2:22:10 pm,109
358,147,"Wednesday, 1 March 2023",2:32:51 pm,  
359,148,"Wednesday, 1 March 2023",2:40:42 pm,128
360,149,"Wednesday, 1 March 2023",2:48:45 pm,131
361,150,"Wednesday, 1 March 2023",2:49:58 pm,113
362,151,"Wednesday, 1 March 2023",3:09:34 pm,105
363,151,"Wednesday, 1 March 2023",3:09:34 pm,123
364,152,"Wednesday, 1 March 2023",3:09:42 pm,109
365,152,"Wednesday, 1 March 2023",3:09:42 pm,131
366,152,"Wednesday, 1 March 2023",3:09:42 pm,106
367,152,"Wednesday, 1 March 2023",3:09:42 pm,114
368,153,"Wednesday, 1 March 2023",3:16:34 pm,129
369,154,"Wednesday, 1 March 2023",3:22:43 pm,119
370,155,"Wednesday, 1 March 2023",3:28:59 pm,104
371,155,"Wednesday, 1 March 2023",3:28:59 pm,111
372,155,"Wednesday, 1 March 2023",3:28:59 pm,113
373,155,"Wednesday, 1 March 2023",3:28:59 pm,118
374,156,"Wednesday, 1 March 2023",3:42:19 pm,111
375,156,"Wednesday, 1 March 2023",3:42:19 pm,106
376,157,"Wednesday, 1 March 2023",3:43:03 pm,117
377,157,"Wednesday, 1 March 2023",3:43:03 pm,128
378,157,"Wednesday, 1 March 2023",3:43:03 pm,120
379,157,"Wednesday, 1 March 2023",3:43:03 pm,130
380,158,"Wednesday, 1 March 2023",3:54:30 pm,127
381,158,"Wednesday, 1 March 2023",3:54:30 pm,106
382,159,"Wednesday, 1 March 2023",3:59:22 pm,125
383,159,"Wednesday, 1 March 2023",3:59:22 pm,106
384,160,"Wednesday, 1 March 2023",4:35:33 pm,108
385,161,"Wednesday, 1 March 2023",4:43:46 pm,109
386,161,"Wednesday, 1 March 2023",4:43:46 pm,122
387,161,"Wednesday, 1 March 2023",4:43:46 pm,  
388,162,"Wednesday, 1 March 2023",4:51:22 pm,107
389,163,"Wednesday, 1 March 2023",4:54:54 pm,109
390,163,"Wednesday, 1 March 2023",4:54:54 pm,113
391,163,"Wednesday, 1 March 2023",4:54:54 pm,114
392,164,"Wednesday, 1 March 2023",4:56:33 pm,102
393,164,"Wednesday, 1 March 2023",4:56:33 pm,113
394,165,"Wednesday, 1 March 2023",4:57:37 pm,119
395,166,"Wednesday, 1 March 2023",4:58:51 pm,119
396,167,"Wednesday, 1 March 2023",5:00:49 pm,101
397,167,"Wednesday, 1 March 2023",5:00:49 pm,117
398,167,"Wednesday, 1 March 2023",5:00:49 pm,113
399,168,"Wednesday, 1 March 2023",5:02:27 pm,107
400,168,"Wednesday, 1 March 2023",5:02:27 pm,132
401,169,"Wednesday, 1 March 2023",5:15:48 pm,125
402,169,"Wednesday, 1 March 2023",5:15:48 pm,110
403,169,"Wednesday, 1 March 2023",5:15:48 pm,120
404,170,"Wednesday, 1 March 2023",5:21:31 pm,109
405,171,"Wednesday, 1 March 2023",5:23:03 pm,111
406,172,"Wednesday, 1 March 2023",5:29:24 pm,111
407,172,"Wednesday, 1 March 2023",5:29:24 pm,123
408,172,"Wednesday, 1 March 2023",5:29:24 pm,106
409,173,"Wednesday, 1 March 2023",5:35:30 pm,102
410,173,"Wednesday, 1 March 2023",5:35:30 pm,108
411,173,"Wednesday, 1 March 2023",5:35:30 pm,132
412,174,"Wednesday, 1 March 2023",5:37:49 pm,107
413,174,"Wednesday, 1 March 2023",5:37:49 pm,102
414,174,"Wednesday, 1 March 2023",5:37:49 pm,102
415,174,"Wednesday, 1 March 2023",5:37:49 pm,110
416,175,"Wednesday, 1 March 2023",5:50:51 pm,117
417,176,"Wednesday, 1 March 2023",5:51:57 pm,102
418,176,"Wednesday, 1 March 2023",5:51:57 pm,118
419,177,"Wednesday, 1 March 2023",5:54:36 pm,111
420,177,"Wednesday, 1 March 2023",5:54:36 pm,106
421,178,"Wednesday, 1 March 2023",6:15:03 pm,118
422,179,"Wednesday, 1 March 2023",6:20:14 pm,109
423,179,"Wednesday, 1 March 2023",6:20:14 pm,120
424,179,"Wednesday, 1 March 2023",6:20:14 pm,132
425,180,"Wednesday, 1 March 2023",6:33:34 pm,108
426,180,"Wednesday, 1 March 2023",6:33:34 pm,119
427,181,"Wednesday, 1 March 2023",6:49:32 pm,129
428,182,"Wednesday, 1 March 2023",6:50:10 pm,115
429,182,"Wednesday, 1 March 2023",6:50:10 pm,118
430,183,"Wednesday, 1 March 2023",6:54:55 pm,111
431,183,"Wednesday, 1 March 2023",6:54:55 pm,130
432,183,"Wednesday, 1 March 2023",6:54:55 pm,130
433,184,"Wednesday, 1 March 2023",6:59:05 pm,109
434,185,"Wednesday, 1 March 2023",7:08:33 pm,120
435,185,"Wednesday, 1 March 2023",7:08:33 pm,130
436,186,"Wednesday, 1 March 2023",7:36:00 pm,129
437,186,"Wednesday, 1 March 2023",7:36:00 pm,105
438,186,"Wednesday, 1 March 2023",7:36:00 pm,130
439,186,"Wednesday, 1 March 2023",7:36:00 pm,106
440,187,"Wednesday, 1 March 2023",7:37:12 pm,124
441,187,"Wednesday, 1 March 2023",7:37:12 pm,130
442,188,"Wednesday, 1 March 2023",8:08:39 pm,124
443,188,"Wednesday, 1 March 2023",8:08:39 pm,113
444,188,"Wednesday, 1 March 2023",8:08:39 pm,118
445,189,"Wednesday, 1 March 2023",8:12:14 pm,107
446,189,"Wednesday, 1 March 2023",8:12:14 pm,106
447,190,"Wednesday, 1 March 2023",8:14:23 pm,101
448,190,"Wednesday, 1 March 2023",8:14:23 pm,125
449,190,"Wednesday, 1 March 2023",8:14:23 pm,112
450,190,"Wednesday, 1 March 2023",8:14:23 pm,119
451,191,"Wednesday, 1 March 2023",8:24:50 pm,102
452,191,"Wednesday, 1 March 2023",8:24:50 pm,103
453,192,"Wednesday, 1 March 2023",8:30:08 pm,120
454,192,"Wednesday, 1 March 2023",8:30:08 pm,105
455,193,"Wednesday, 1 March 2023",8:55:47 pm,107
456,193,"Wednesday, 1 March 2023",8:55:47 pm,102
457,193,"Wednesday, 1 March 2023",8:55:47 pm,103
458,194,"Wednesday, 1 March 2023",9:21:24 pm,101
459,195,"Wednesday, 1 March 2023",9:25:20 pm,101
460,196,"Wednesday, 1 March 2023",9:40:14 pm,120
461,196,"Wednesday, 1 March 2023",9:40:14 pm,122
462,196,"Wednesday, 1 March 2023",9:40:14 pm,132
463,197,"Wednesday, 1 March 2023",9:47:48 pm,125
464,197,"Wednesday, 1 March 2023",9:47:48 pm,110
465,197,"Wednesday, 1 March 2023",9:47:48 pm,127
466,197,"Wednesday, 1 March 2023",9:47:48 pm,121
467,198,"Wednesday, 1 March 2023",9:55:42 pm,107
468,198,"Wednesday, 1 March 2023",9:55:42 pm,103
469,199,"Wednesday, 1 March 2023",10:10:38 pm,103
470,200,"Wednesday, 1 March 2023",10:24:05 pm,  
471,201,"Wednesday, 1 March 2023",10:29:59 pm,116
